        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m),           Re{E_x[8]} (V/m),           Im{E_x[8]} (V/m),           Re{E_y[8]} (V/m),           Im{E_y[8]} (V/m),           Re{E_z[8]} (V/m),           Im{E_z[8]} (V/m)
 2.51510000e+00,        +3.809082091829e+00,        -1.858562474650e-01,        -5.857845819800e+00,        +2.544792582294e-01,        -1.004025545235e-01,        +8.407023276917e-03,        +4.076108792254e+00,        -2.033262168129e-01,        -8.355747654795e+00,        +2.849297807731e-01,        -8.815858665316e-02,        +1.117307831344e-03,        +4.222749539497e+00,        +2.425277879916e-01,        -1.008765043842e+01,        +8.557096385529e-02,        -7.606438091843e-02,        +1.231467638545e-02,        +4.341865967317e+00,        +1.702528706059e-01,        -1.218792679221e+01,        +8.931134179967e-03,        -6.183354915880e-02,        +1.272708523391e-02,        +4.418174236986e+00,        +1.506834926464e-01,        -1.509405198231e+01,        -2.901633930947e-02,        -4.186492068410e-02,        +1.522637391505e-02,        +4.417295342665e+00,        +1.455011929613e-01,        -1.715234014556e+01,        -4.638955375404e-02,        -3.133827578483e-02,        +1.682982284233e-02,        +4.373131483003e+00,        +1.449442154394e-01,        -1.917280294549e+01,        -6.851596494174e-02,        -1.611778557638e-02,        +1.805734420843e-02,        -3.190288168051e+01,        +2.277933372263e-01,        -5.359798406925e+01,        +1.768793976991e-01,        +3.232503090620e-01,        +1.089577439204e-03
 2.51512500e+00,        +3.809143409621e+00,        -1.858908935681e-01,        -5.857677478319e+00,        +2.545305434282e-01,        -1.004503490874e-01,        +8.413617512642e-03,        +4.076132967114e+00,        -2.033607896543e-01,        -8.354774690367e+00,        +2.849937230732e-01,        -8.820527704739e-02,        +1.123938617601e-03,        +4.222746573923e+00,        +2.424908301689e-01,        -1.008612477311e+01,        +8.564196972440e-02,        -7.611026937247e-02,        +1.232118191242e-02,        +4.341809174807e+00,        +1.702142481377e-01,        -1.218573157987e+01,        +9.012997442468e-03,        -6.187829299631e-02,        +1.273344419229e-02,        +4.418019614947e+00,        +1.506428426759e-01,        -1.509093259086e+01,        -2.891707165775e-02,        -4.190734167207e-02,        +1.523246435802e-02,        +4.417058126165e+00,        +1.454592323115e-01,        -1.714857520587e+01,        -4.627615602841e-02,        -3.137981810136e-02,        +1.683572697805e-02,        +4.372795710041e+00,        +1.449011317620e-01,        -1.916840756570e+01,        -6.838676944261e-02,        -1.615721074415e-02,        +1.806300684323e-02,        -3.191531052308e+01,        +2.281278377133e-01,        -5.358818377883e+01,        +1.773033468408e-01,        +3.232769586448e-01,        +1.085925063854e-03
 2.51515000e+00,        +3.809204665445e+00,        -1.859255397318e-01,        -5.857509217466e+00,        +2.545818258102e-01,        -1.004981811492e-01,        +8.420217646284e-03,        +4.076157073713e+00,        -2.033953617837e-01,        -8.353802313225e+00,        +2.850576549088e-01,        -8.825200532190e-02,        +1.130575463651e-03,        +4.222743534096e+00,        +2.424538645617e-01,        -1.008460005331e+01,        +8.571296394580e-02,        -7.615619535057e-02,        +1.232769322585e-02,        +4.341752289159e+00,        +1.701756199163e-01,        -1.218353774538e+01,        +9.094843785692e-03,        -6.192307403454e-02,        +1.273980886090e-02,        +4.417864862806e+00,        +1.506021883606e-01,        -1.508781517905e+01,        -2.881783098199e-02,        -4.194979911878e-02,        +1.523856030913e-02,        +4.416820746707e+00,        +1.454172682803e-01,        -1.714481267383e+01,        -4.616279380464e-02,        -3.142139671392e-02,        +1.684163645687e-02,        +4.372459737425e+00,        +1.448580456718e-01,        -1.916401501078e+01,        -6.825761891002e-02,        -1.619667177743e-02,        +1.806867463013e-02,        -3.192774541853e+01,        +2.284626047354e-01,        -5.357839286183e+01,        +1.777271837008e-01,        +3.233036443845e-01,        +1.082270811981e-03
 2.51517500e+00,        +3.809265859272e+00,        -1.859601859520e-01,        -5.857341037024e+00,        +2.546331053734e-01,        -1.005460507441e-01,        +8.426823683669e-03,        +4.076181112007e+00,        -2.034299331962e-01,        -8.352830522627e+00,        +2.851215762906e-01,        -8.829877151162e-02,        +1.137218375684e-03,        +4.222740419966e+00,        +2.424168911560e-01,        -1.008307627790e+01,        +8.578394654867e-02,        -7.620215888767e-02,        +1.233421033140e-02,        +4.341695310306e+00,        +1.701369859315e-01,        -1.218134528720e+01,        +9.176673254258e-03,        -6.196789230825e-02,        +1.274617924534e-02,        +4.417709980462e+00,        +1.505615296921e-01,        -1.508469974475e+01,        -2.871861721842e-02,        -4.199229305830e-02,        +1.524466177375e-02,        +4.416583204164e+00,        +1.453753008604e-01,        -1.714105254685e+01,        -4.604946700493e-02,        -3.146301165637e-02,        +1.684755128395e-02,        +4.372123564993e+00,        +1.448149571622e-01,        -1.915962527773e+01,        -6.812851325140e-02,        -1.623616870922e-02,        +1.807434757413e-02,        -3.194018637155e+01,        +2.287976385619e-01,        -5.356861131119e+01,        +1.781509086027e-01,        +3.233303662865e-01,        +1.078614680897e-03
 2.51520000e+00,        +3.809326991061e+00,        -1.859948322341e-01,        -5.857172936761e+00,        +2.546843821290e-01,        -1.005939579084e-01,        +8.433435631215e-03,        +4.076205081946e+00,        -2.034645038970e-01,        -8.351859317814e+00,        +2.851854872425e-01,        -8.834557565319e-02,        +1.143867360255e-03,        +4.222737231492e+00,        +2.423799099370e-01,        -1.008155344578e+01,        +8.585491757040e-02,        -7.624816001986e-02,        +1.234073323532e-02,        +4.341638238188e+00,        +1.700983461701e-01,        -1.217915420378e+01,        +9.258485898872e-03,        -6.201274785343e-02,        +1.275255535176e-02,        +4.417554967821e+00,        +1.505208666578e-01,        -1.508158628579e+01,        -2.861943029815e-02,        -4.203482352579e-02,        +1.525076875775e-02,        +4.416345498414e+00,        +1.453333300399e-01,        -1.713729482236e+01,        -4.593617554664e-02,        -3.150466296356e-02,        +1.685347146504e-02,        +4.371787192587e+00,        +1.447718662221e-01,        -1.915523836357e+01,        -6.799945236944e-02,        -1.627570157352e-02,        +1.808002568077e-02,        -3.195263338680e+01,        +2.291329394414e-01,        -5.355883911982e+01,        +1.785745218840e-01,        +3.233571243564e-01,        +1.074956667977e-03
 2.51522500e+00,        +3.809388060774e+00,        -1.860294785758e-01,        -5.857004916451e+00,        +2.547356560769e-01,        -1.006419026762e-01,        +8.440053493748e-03,        +4.076228983481e+00,        -2.034990738835e-01,        -8.350888698040e+00,        +2.852493877755e-01,        -8.839241778063e-02,        +1.150522422333e-03,        +4.222733968631e+00,        +2.423429209014e-01,        -1.008003155584e+01,        +8.592587703275e-02,        -7.629419878089e-02,        +1.234726194237e-02,        +4.341581072741e+00,        +1.700597006303e-01,        -1.217696449359e+01,        +9.340281752603e-03,        -6.205764070369e-02,        +1.275893718489e-02,        +4.417399824788e+00,        +1.504801992571e-01,        -1.507847480005e+01,        -2.852027017223e-02,        -4.207739055411e-02,        +1.525688126572e-02,        +4.416107629332e+00,        +1.452913558187e-01,        -1.713353949781e+01,        -4.582291936855e-02,        -3.154635066815e-02,        +1.685939700460e-02,        +4.371450620046e+00,        +1.447287728521e-01,        -1.915085426534e+01,        -6.787043618979e-02,        -1.631527040211e-02,        +1.808570895441e-02,        -3.196508646898e+01,        +2.294685076443e-01,        -5.354907628070e+01,        +1.789980238438e-01,        +3.233839185996e-01,        +1.071296770909e-03
 2.51525000e+00,        +3.809449068383e+00,        -1.860641249865e-01,        -5.856836975878e+00,        +2.547869272343e-01,        -1.006898850846e-01,        +8.446677276613e-03,        +4.076252816571e+00,        -2.035336431646e-01,        -8.349918662565e+00,        +2.853132779192e-01,        -8.843929793102e-02,        +1.157183567263e-03,        +4.222730631339e+00,        +2.423059240387e-01,        -1.007851060698e+01,        +8.599682497434e-02,        -7.634027520766e-02,        +1.235379645782e-02,        +4.341523813905e+00,        +1.700210493017e-01,        -1.217477615508e+01,        +9.422060865319e-03,        -6.210257089581e-02,        +1.276532474991e-02,        +4.417244551267e+00,        +1.504395274803e-01,        -1.507536528537e+01,        -2.842113677396e-02,        -4.211999417924e-02,        +1.526299930265e-02,        +4.415869596795e+00,        +1.452493781880e-01,        -1.712978657062e+01,        -4.570969839088e-02,        -3.158807480589e-02,        +1.686532790751e-02,        +4.371113847213e+00,        +1.446856770441e-01,        -1.914647298004e+01,        -6.774146461865e-02,        -1.635487522983e-02,        +1.809139739975e-02,        -3.197754562277e+01,        +2.298043434268e-01,        -5.353932278680e+01,        +1.794214148132e-01,        +3.234107490221e-01,        +1.067634987334e-03
 2.51527500e+00,        +3.809510013838e+00,        -1.860987714635e-01,        -5.856669114801e+00,        +2.548381956012e-01,        -1.007379051693e-01,        +8.453306986556e-03,        +4.076276581156e+00,        -2.035682117373e-01,        -8.348949210624e+00,        +2.853771576862e-01,        -8.848621614027e-02,        +1.163850802010e-03,        +4.222727219570e+00,        +2.422689193402e-01,        -1.007699059810e+01,        +8.606776142243e-02,        -7.638638933553e-02,        +1.236033678826e-02,        +4.341466461612e+00,        +1.699823921779e-01,        -1.217258918672e+01,        +9.503823278148e-03,        -6.214753846500e-02,        +1.277171805335e-02,        +4.417089147159e+00,        +1.503988513220e-01,        -1.507225773963e+01,        -2.832203004380e-02,        -4.216263443561e-02,        +1.526912287484e-02,        +4.415631400675e+00,        +1.452073971428e-01,        -1.712603603823e+01,        -4.559651254025e-02,        -3.162983541088e-02,        +1.687126417992e-02,        +4.370776873923e+00,        +1.446425787939e-01,        -1.914209450470e+01,        -6.761253756800e-02,        -1.639451608993e-02,        +1.809709102277e-02,        -3.199001085288e+01,        +2.301404470340e-01,        -5.352957863107e+01,        +1.798446951151e-01,        +3.234376156297e-01,        +1.063971314541e-03
 2.51530000e+00,        +3.809570897117e+00,        -1.861334180036e-01,        -5.856501333013e+00,        +2.548894611762e-01,        -1.007859629649e-01,        +8.459942628901e-03,        +4.076300277203e+00,        -2.036027795978e-01,        -8.347980341491e+00,        +2.854410270869e-01,        -8.853317244272e-02,        +1.170524132213e-03,        +4.222723733277e+00,        +2.422319067931e-01,        -1.007547152808e+01,        +8.613868640424e-02,        -7.643254119898e-02,        +1.236688293886e-02,        +4.341409015799e+00,        +1.699437292493e-01,        -1.217040358697e+01,        +9.585569032544e-03,        -6.219254344562e-02,        +1.277811710031e-02,        +4.416933612367e+00,        +1.503581707743e-01,        -1.506915216067e+01,        -2.822294992236e-02,        -4.220531135689e-02,        +1.527525198716e-02,        +4.415393040847e+00,        +1.451654126764e-01,        -1.712228789809e+01,        -4.548336174401e-02,        -3.167163251662e-02,        +1.687720582653e-02,        +4.370439700016e+00,        +1.445994780956e-01,        -1.913771883636e+01,        -6.748365495113e-02,        -1.643419301510e-02,        +1.810278982801e-02,        -3.200248216401e+01,        +2.304768187604e-01,        -5.351984380652e+01,        +1.802678650692e-01,        +3.234645184277e-01,        +1.060305749929e-03
 2.51532500e+00,        +3.809631718185e+00,        -1.861680646069e-01,        -5.856333630294e+00,        +2.549407239630e-01,        -1.008340585069e-01,        +8.466584210237e-03,        +4.076323904667e+00,        -2.036373467456e-01,        -8.347012054425e+00,        +2.855048861378e-01,        -8.858016687380e-02,        +1.177203564519e-03,        +4.222720172413e+00,        +2.421948863945e-01,        -1.007395339585e+01,        +8.620959994627e-02,        -7.647873083324e-02,        +1.237343491614e-02,        +4.341351476402e+00,        +1.699050605138e-01,        -1.216821935431e+01,        +9.667298166830e-03,        -6.223758587276e-02,        +1.278452189726e-02,        +4.416777946794e+00,        +1.503174858358e-01,        -1.506604854637e+01,        -2.812389635400e-02,        -4.224802497740e-02,        +1.528138664587e-02,        +4.415154517186e+00,        +1.451234247877e-01,        -1.711854214765e+01,        -4.537024593312e-02,        -3.171346615724e-02,        +1.688315285350e-02,        +4.370102325332e+00,        +1.445563749489e-01,        -1.913334597206e+01,        -6.735481668470e-02,        -1.647390603855e-02,        +1.810849382147e-02,        -3.201495956084e+01,        +2.308134588535e-01,        -5.351011830615e+01,        +1.806909249970e-01,        +3.234914574218e-01,        +1.056638290901e-03
 2.51535000e+00,        +3.809692476992e+00,        -1.862027112839e-01,        -5.856166006398e+00,        +2.549919839802e-01,        -1.008821918322e-01,        +8.473231735636e-03,        +4.076347463483e+00,        -2.036719131912e-01,        -8.346044348659e+00,        +2.855687348680e-01,        -8.862719947076e-02,        +1.183889104005e-03,        +4.222716536937e+00,        +2.421578581325e-01,        -1.007243620029e+01,        +8.628050208556e-02,        -7.652495827480e-02,        +1.237999272507e-02,        +4.341293843357e+00,        +1.698663859598e-01,        -1.216603648719e+01,        +9.749010727936e-03,        -6.228266578281e-02,        +1.279093244909e-02,        +4.416622150342e+00,        +1.502767964955e-01,        -1.506294689461e+01,        -2.802486927693e-02,        -4.229077533267e-02,        +1.528752685569e-02,        +4.414915829564e+00,        +1.450814334666e-01,        -1.711479878434e+01,        -4.525716503409e-02,        -3.175533636793e-02,        +1.688910526542e-02,        +4.369764749708e+00,        +1.445132693442e-01,        -1.912897590883e+01,        -6.722602268255e-02,        -1.651365519460e-02,        +1.811420300758e-02,        -3.202744304810e+01,        +2.311503675740e-01,        -5.350040212297e+01,        +1.811138752062e-01,        +3.235184326182e-01,        +1.052968935187e-03
 2.51537500e+00,        +3.809753173513e+00,        -1.862373580287e-01,        -5.855998461117e+00,        +2.550432412231e-01,        -1.009303629754e-01,        +8.479885211415e-03,        +4.076370953617e+00,        -2.037064789280e-01,        -8.345077223466e+00,        +2.856325732870e-01,        -8.867427026811e-02,        +1.190580757327e-03,        +4.222712826805e+00,        +2.421208219959e-01,        -1.007091994030e+01,        +8.635139285069e-02,        -7.657122355817e-02,        +1.238655637180e-02,        +4.341236116603e+00,        +1.698277055793e-01,        -1.216385498408e+01,        +9.830706760911e-03,        -6.232778321010e-02,        +1.279734876189e-02,        +4.416466222917e+00,        +1.502361027471e-01,        -1.505984720324e+01,        -2.792586862524e-02,        -4.233356245632e-02,        +1.529367262246e-02,        +4.414676977861e+00,        +1.450394387074e-01,        -1.711105780563e+01,        -4.514411896572e-02,        -3.179724318210e-02,        +1.689506306796e-02,        +4.369426972986e+00,        +1.444701612770e-01,        -1.912460864372e+01,        -6.709727284748e-02,        -1.655344051581e-02,        +1.811991739184e-02,        -3.203993263050e+01,        +2.314875451870e-01,        -5.349069524999e+01,        +1.815367160441e-01,        +3.235454440223e-01,        +1.049297679999e-03
