        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²),         Re{B_x[7]} (Wb/m²),         Im{B_x[7]} (Wb/m²),         Re{B_y[7]} (Wb/m²),         Im{B_y[7]} (Wb/m²),         Re{B_z[7]} (Wb/m²),         Im{B_z[7]} (Wb/m²),         Re{B_x[8]} (Wb/m²),         Im{B_x[8]} (Wb/m²),         Re{B_y[8]} (Wb/m²),         Im{B_y[8]} (Wb/m²),         Re{B_z[8]} (Wb/m²),         Im{B_z[8]} (Wb/m²)
 2.43517500e+00,        +8.425567725515e-11,        -8.763484695071e-11,        +6.344170764976e-11,        -2.051522607468e-10,        +2.450288188404e-07,        +3.307428194257e-06,        +8.230112620787e-11,        +5.302235030587e-10,        +5.652766003679e-11,        -2.989286987950e-10,        +2.446657601203e-07,        +3.302895308738e-06,        +1.086933596951e-10,        +1.113110116656e-09,        +4.660151915577e-11,        -3.942573430683e-10,        +2.425326954503e-07,        +3.295594323581e-06,        +1.071944379608e-10,        +1.651357110838e-09,        +5.164703948498e-11,        -3.583318464127e-10,        +2.387846315158e-07,        +3.283259201829e-06,        +1.327675948176e-10,        +2.367085765018e-09,        +2.840513086056e-11,        -4.394542038323e-10,        +2.311800398058e-07,        +3.257739500476e-06,        +1.459274140187e-10,        +2.923777128782e-09,        +4.929659067199e-11,        -3.488005253908e-10,        +2.240404764601e-07,        +3.233467588519e-06,        +1.575244032026e-10,        +3.310234523247e-09,        +4.872816642525e-11,        -2.589060853367e-10,        +2.159729234046e-07,        +3.206152289622e-06,        -5.898617015152e-10,        -5.807636334898e-09,        -1.746768937093e-10,        -2.691228685380e-09,        +5.934511919933e-08,        +9.511374979462e-07
 2.43520000e+00,        +8.439637124860e-11,        -8.500087982965e-11,        +6.347216711226e-11,        -2.040721019241e-10,        +2.477153232300e-07,        +3.324878211583e-06,        +8.269101961327e-11,        +5.361443503236e-10,        +5.648494583799e-11,        -2.982951607608e-10,        +2.473477696364e-07,        +3.320314706247e-06,        +1.094701908020e-10,        +1.122122679416e-09,        +4.646986321095e-11,        -3.941378549608e-10,        +2.451994250950e-07,        +3.312971502605e-06,        +1.081919747701e-10,        +1.663228339608e-09,        +5.156373695663e-11,        -3.580103088157e-10,        +2.414252447484e-07,        +3.300566720749e-06,        +1.342054121365e-10,        +2.382719667399e-09,        +2.816993218050e-11,        -4.395755127869e-10,        +2.337681411074e-07,        +3.274906368336e-06,        +1.476721717754e-10,        +2.942329996084e-09,        +4.921325795796e-11,        -3.484649135070e-10,        +2.265794673133e-07,        +3.250502418567e-06,        +1.594958786850e-10,        +3.330740222305e-09,        +4.868334230314e-11,        -2.581143303507e-10,        +2.184565744063e-07,        +3.223039125758e-06,        -5.964114833157e-10,        -5.850698072305e-09,        -1.768995766526e-10,        -2.706583889375e-09,        +6.003020260256e-08,        +9.557432305827e-07
 2.43522500e+00,        +8.454073266481e-11,        -8.233684723587e-11,        +6.350383120757e-11,        -2.029790193325e-10,        +2.504450912593e-07,        +3.342512202590e-06,        +8.308998786119e-11,        +5.421301106741e-10,        +5.644228348394e-11,        -2.976533998410e-10,        +2.500729691256e-07,        +3.337917755001e-06,        +1.102628139441e-10,        +1.131232843604e-09,        +4.633688339366e-11,        -3.940155422121e-10,        +2.479091461290e-07,        +3.330531895534e-06,        +1.092100500620e-10,        +1.675227484748e-09,        +5.147979831377e-11,        -3.576838291103e-10,        +2.441085121753e-07,        +3.318056732551e-06,        +1.356716132586e-10,        +2.398521260005e-09,        +2.793210879339e-11,        -4.396964735220e-10,        +2.363982182852e-07,        +3.292254272733e-06,        +1.494510291993e-10,        +2.961081435450e-09,        +4.912930459507e-11,        -3.481242072808e-10,        +2.291597993181e-07,        +3.267716917668e-06,        +1.615055046748e-10,        +3.351465122974e-09,        +4.863868957183e-11,        -2.573126594866e-10,        +2.209808520144e-07,        +3.240104098399e-06,        -6.030674614473e-10,        -5.894214866281e-09,        -1.791588277845e-10,        -2.722100209644e-09,        +6.072644289036e-08,        +9.603975191287e-07
 2.43525000e+00,        +8.468885873781e-11,        -7.964227102939e-11,        +6.353673576630e-11,        -2.018728072426e-10,        +2.532190524501e-07,        +3.360333073136e-06,        +8.349825939517e-11,        +5.481818162075e-10,        +5.639968429751e-11,        -2.970032844644e-10,        +2.528422865153e-07,        +3.355707355765e-06,        +1.110716071133e-10,        +1.140442158839e-09,        +4.620256204221e-11,        -3.938903583732e-10,        +2.506627827296e-07,        +3.348278396343e-06,        +1.102491566436e-10,        +1.687356577753e-09,        +5.139521964918e-11,        -3.573523276354e-10,        +2.468353516329e-07,        +3.335732120034e-06,        +1.371668676879e-10,        +2.414493204377e-09,        +2.769161896761e-11,        -4.398170777556e-10,        +2.390711764133e-07,        +3.309786073889e-06,        +1.512647869309e-10,        +2.980034598224e-09,        +4.904472712580e-11,        -3.477783245885e-10,        +2.317823655999e-07,        +3.285113924842e-06,        +1.635541731679e-10,        +3.372412703603e-09,        +4.859422363330e-11,        -2.565009140750e-10,        +2.235466359120e-07,        +3.257350022804e-06,        -6.098319219488e-10,        -5.938193905714e-09,        -1.814554397983e-10,        -2.737780191969e-09,        +6.143408117865e-08,        +9.651011308462e-07
 2.43527500e+00,        +8.484084962483e-11,        -7.691666289428e-11,        +6.357091775016e-11,        -2.007532554992e-10,        +2.560381613298e-07,        +3.378343790194e-06,        +8.391606935561e-11,        +5.543005209615e-10,        +5.635716007239e-11,        -2.963446802485e-10,        +2.556566746954e-07,        +3.373686470304e-06,        +1.118969591024e-10,        +1.149752207611e-09,        +4.606688119781e-11,        -3.937622559668e-10,        +2.534612839439e-07,        +3.366213959871e-06,        +1.113098014339e-10,        +1.699617693156e-09,        +5.130999711002e-11,        -3.570157229940e-10,        +2.496067056720e-07,        +3.353595826631e-06,        +1.386918639138e-10,        +2.430638218505e-09,        +2.744842008951e-11,        -4.399373169735e-10,        +2.417879449658e-07,        +3.327504692193e-06,        +1.531142682660e-10,        +2.999192702490e-09,        +4.895952215766e-11,        -3.474271815098e-10,        +2.344480833906e-07,        +3.302696338837e-06,        +1.656428013363e-10,        +3.393586516048e-09,        +4.854996049181e-11,        -2.556789319395e-10,        +2.261548295579e-07,        +3.274779773475e-06,        -6.167072124276e-10,        -5.982642530688e-09,        -1.837902268425e-10,        -2.753626435696e-09,        +6.215336509259e-08,        +9.698548491405e-07
 2.43530000e+00,        +8.499680851301e-11,        -7.415952412106e-11,        +6.360641529457e-11,        -1.996201495033e-10,        +2.589033982672e-07,        +3.396547383412e-06,        +8.434365982006e-11,        +5.604873013858e-10,        +5.631472310034e-11,        -2.956774498892e-10,        +2.585171123527e-07,        +3.391858122955e-06,        +1.127392698968e-10,        +1.159164605961e-09,        +4.592982260243e-11,        -3.936311864515e-10,        +2.563056245207e-07,        +3.384341603385e-06,        +1.123925059522e-10,        +1.712012949529e-09,        +5.122412691203e-11,        -3.566739320457e-10,        +2.524235423844e-07,        +3.371650857966e-06,        +1.402473100768e-10,        +2.446959078152e-09,        +2.720246864027e-11,        -4.400571823843e-10,        +2.445494786346e-07,        +3.345413109746e-06,        +1.550003199442e-10,        +3.018559034633e-09,        +4.887368637481e-11,        -3.470706923065e-10,        +2.371578948364e-07,        +3.320467119666e-06,        +1.677723324077e-10,        +3.414990187538e-09,        +4.850591678965e-11,        -2.548465474543e-10,        +2.288063609850e-07,        +3.292396285675e-06,        -6.236957441263e-10,        -6.027568236376e-09,        -1.861640252318e-10,        -2.769641595108e-09,        +6.288454898494e-08,        +9.746594739746e-07
 2.43532500e+00,        +8.515684167103e-11,        -7.137034528670e-11,        +6.364326771621e-11,        -1.984732700041e-10,        +2.618157702891e-07,        +3.414946946805e-06,        +8.478127998637e-11,        +5.667432569808e-10,        +5.627238615673e-11,        -2.950014531260e-10,        +2.614246047862e-07,        +3.410225402308e-06,        +1.135989509771e-10,        +1.168681004551e-09,        +4.579136765907e-11,        -3.934971001730e-10,        +2.591968057228e-07,        +3.402664408256e-06,        +1.134978067397e-10,        +1.724544510760e-09,        +5.113760530809e-11,        -3.563268697810e-10,        +2.552868562102e-07,        +3.389900283522e-06,        +1.418339345624e-10,        +2.463458618214e-09,        +2.695372014934e-11,        -4.401766649342e-10,        +2.473567581264e-07,        +3.363514372026e-06,        +1.569238128583e-10,        +3.038136951247e-09,        +4.878721652081e-11,        -3.467087693743e-10,        +2.399127677867e-07,        +3.338429290259e-06,        +1.699437364640e-10,        +3.436627422857e-09,        +4.846210980321e-11,        -2.540035914500e-10,        +2.315021835781e-07,        +3.310202557069e-06,        -6.307999939297e-10,        -6.072978677213e-09,        -1.885776941284e-10,        -2.785828380944e-09,        +6.362789414911e-08,        +9.795158223147e-07
 2.43535000e+00,        +8.532105863999e-11,        -6.854860600139e-11,        +6.368151560760e-11,        -1.973123930406e-10,        +2.647763119745e-07,        +3.433545640442e-06,        +8.522918649918e-11,        +5.730695109339e-10,        +5.623016257189e-11,        -2.943165466513e-10,        +2.643801847995e-07,        +3.428791462885e-06,        +1.144764258068e-10,        +1.178303089471e-09,        +4.565149748127e-11,        -3.933599464184e-10,        +2.621358562163e-07,        +3.421185521639e-06,        +1.146262559763e-10,        +1.737214587270e-09,        +5.105042864792e-11,        -3.559744493550e-10,        +2.581976688223e-07,        +3.408347238322e-06,        +1.434524867759e-10,        +2.480139734608e-09,        +2.670212921058e-11,        -4.402957553241e-10,        +2.502107910375e-07,        +3.381811589540e-06,        +1.588856429738e-10,        +3.057929880979e-09,        +4.870010945164e-11,        -3.463413231754e-10,        +2.427136966584e-07,        +3.356585938105e-06,        +1.721580114467e-10,        +3.458502006122e-09,        +4.841855750617e-11,        -2.531498909679e-10,        +2.342432769279e-07,        +3.328201649351e-06,        -6.380225065626e-10,        -6.118881671083e-09,        -1.910321163323e-10,        -2.802189561837e-09,        +6.438366905251e-08,        +9.844247285758e-07
 2.43537500e+00,        +8.548957227169e-11,        -6.569377458625e-11,        +6.372120083556e-11,        -1.961372897640e-10,        +2.677860863398e-07,        +3.452346692221e-06,        +8.568764363106e-11,        +5.794672107384e-10,        +5.618806620263e-11,        -2.936225840018e-10,        +2.673849135845e-07,        +3.447559526926e-06,        +1.153721301640e-10,        +1.188032583232e-09,        +4.551019283455e-11,        -3.932196732539e-10,        +2.651238329513e-07,        +3.439908158248e-06,        +1.157784219152e-10,        +1.750025437174e-09,        +5.096259333173e-11,        -3.556165820054e-10,        +2.611570300020e-07,        +3.426994924691e-06,        +1.451037377770e-10,        +2.497005385620e-09,        +2.644764941678e-11,        -4.404144438921e-10,        +2.531126127183e-07,        +3.400307939587e-06,        +1.608867320825e-10,        +3.077941326430e-09,        +4.861236208794e-11,        -3.459682621879e-10,        +2.455617032912e-07,        +3.374940216996e-06,        +1.744161840099e-10,        +3.480617803333e-09,        +4.837527856678e-11,        -2.522852694014e-10,        +2.370306476748e-07,        +3.346396689980e-06,        -6.453658967812e-10,        -6.165285203685e-09,        -1.935281990337e-10,        -2.818727965903e-09,        +6.515214956754e-08,        +9.893870450924e-07
 2.43540000e+00,        +8.566249890970e-11,        -6.280530777945e-11,        +6.376236662801e-11,        -1.949477263343e-10,        +2.708461857987e-07,        +3.471353399651e-06,        +8.615692361745e-11,        +5.859375288280e-10,        +5.614611149999e-11,        -2.929194155147e-10,        +2.704398816799e-07,        +3.466532886154e-06,        +1.162865126219e-10,        +1.197871245727e-09,        +4.536743416849e-11,        -3.930762275878e-10,        +2.681618221171e-07,        +3.458835602124e-06,        +1.169548895206e-10,        +1.762979367685e-09,        +5.087409586352e-11,        -3.552531769600e-10,        +2.641660185882e-07,        +3.445846614019e-06,        +1.467884810963e-10,        +2.514058593859e-09,        +2.619023336290e-11,        -4.405327207397e-10,        +2.560632872119e-07,        +3.419006668001e-06,        +1.629280287757e-10,        +3.098174866253e-09,        +4.852397146765e-11,        -3.455894928634e-10,        +2.484578378753e-07,        +3.393495348768e-06,        +1.767193105891e-10,        +3.502978764194e-09,        +4.833229238920e-11,        -2.514095461578e-10,        +2.398653304256e-07,        +3.364790873900e-06,        -6.528328517347e-10,        -6.212197432980e-09,        -1.960668746506e-10,        -2.835446482272e-09,        +6.593361922215e-08,        +9.944036425882e-07
 2.43542500e+00,        +8.583995844975e-11,        -5.988265040310e-11,        +6.380505758109e-11,        -1.937434637718e-10,        +2.739577331269e-07,        +3.490569131768e-06,        +8.663730686603e-11,        +5.924816633085e-10,        +5.610431348831e-11,        -2.922068881774e-10,        +2.735462099340e-07,        +3.485714903698e-06,        +1.172200349327e-10,        +1.207820875336e-09,        +4.522320157709e-11,        -3.929295550799e-10,        +2.712509401015e-07,        +3.477971208549e-06,        +1.181562609692e-10,        +1.776078736313e-09,        +5.078493280966e-11,        -3.548841414346e-10,        +2.672257434317e-07,        +3.464905648669e-06,        +1.485075334257e-10,        +2.531302447850e-09,        +2.592983258963e-11,        -4.406505756139e-10,        +2.590639081968e-07,        +3.437911091045e-06,        +1.650105092769e-10,        +3.118634157097e-09,        +4.843493471374e-11,        -3.452049195081e-10,        +2.514031798838e-07,        +3.412254625175e-06,        +1.790684783271e-10,        +3.525588924528e-09,        +4.828961913218e-11,        -2.505225366773e-10,        +2.427483886732e-07,        +3.383387465400e-06,        -6.604261333410e-10,        -6.259626693894e-09,        -1.986491016467e-10,        -2.852348062805e-09,        +6.672836945177e-08,        +9.994754106834e-07
 2.43545000e+00,        +8.602207452249e-11,        -5.692523509399e-11,        +6.384931974648e-11,        -1.925242578389e-10,        +2.771218824837e-07,        +3.509997331029e-06,        +8.712908230300e-11,        +5.991008385837e-10,        +5.606268782455e-11,        -2.914848456269e-10,        +2.767050505245e-07,        +3.505109015976e-06,        +1.181731725387e-10,        +1.217883309797e-09,        +4.507747481906e-11,        -3.927796001974e-10,        +2.743923345073e-07,        +3.497318405926e-06,        +1.193831563094e-10,        +1.789325952293e-09,        +5.069510084714e-11,        -3.545093805568e-10,        +2.703373444052e-07,        +3.484175443849e-06,        +1.502617354793e-10,        +2.548740103691e-09,        +2.566639757926e-11,        -4.407679980039e-10,        +2.621155999852e-07,        +3.457024597273e-06,        +1.671351784572e-10,        +3.139322935759e-09,        +4.834524907434e-11,        -3.448144443913e-10,        +2.543988390602e-07,        +3.431221409736e-06,        +1.814648062065e-10,        +3.548452408619e-09,        +4.824727975383e-11,        -2.496240523911e-10,        +2.456809157724e-07,        +3.402189799951e-06,        -6.681485808084e-10,        -6.307581503050e-09,        -2.012758654245e-10,        -2.869435723738e-09,        +6.753669986569e-08,        +1.004603258394e-06
