        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 2.45584000e+00,        +1.552797737848e-08,        +1.555673112975e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.116824498113e-11,        +5.227225864819e-03,        +3.107297839966e-10,        +1.997397662819e-02,        +8.116824498113e-11,        +5.227225864819e-03,        +3.107297839966e-10,        +1.997397662819e-02,        +4.328795452992e-11,        +2.787739412211e-03,        +1.787803909947e-10,        +1.149215664291e-02,        +2.723725149407e-09,        +1.754075938558e-01,        +3.471744731770e-09,        +2.231667246039e-01,        +4.466004368592e-09,        +2.876101799826e-01,        +3.692897317927e-09,        +2.373826022399e-01,        +1.866207781416e-09,        +1.201835716223e-01,        +2.018464838156e-09,        +1.297486484352e-01,        +1.860490357655e-09,        +1.198153701739e-01,        +2.015809512687e-09,        +1.295779618401e-01,        +4.467378823114e-09,        +2.876986946996e-01,        +3.692284913807e-09,        +2.373432363786e-01,        +1.971469878780e-11,        +1.269624388758e-03,        +1.760196404140e-10,        +1.131469323124e-02
 2.45584500e+00,        +1.546519956962e-08,        +1.549390113338e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.084770077391e-11,        +5.227717910136e-03,        +3.094555401286e-10,        +1.997273233284e-02,        +8.084770077391e-11,        +5.227717910136e-03,        +3.094555401286e-10,        +1.997273233284e-02,        +4.311578789754e-11,        +2.787923149873e-03,        +1.780519102855e-10,        +1.149174173455e-02,        +2.712550764483e-09,        +1.753970747207e-01,        +3.457664699236e-09,        +2.231629509876e-01,        +4.447973441334e-09,        +2.876117712747e-01,        +3.677959540623e-09,        +2.373811158959e-01,        +1.858717698176e-09,        +1.201871136424e-01,        +2.010379519931e-09,        +1.297529590917e-01,        +1.853013897714e-09,        +1.198182984560e-01,        +2.007730345327e-09,        +1.295819773241e-01,        +4.449344618388e-09,        +2.877004333736e-01,        +3.677348657377e-09,        +2.373416885599e-01,        +1.963566084980e-11,        +1.269667472535e-03,        +1.753109204732e-10,        +1.131483407336e-02
 2.45585000e+00,        +1.540279404330e-08,        +1.543144359214e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.052903005531e-11,        +5.228209234566e-03,        +3.081889159966e-10,        +1.997148965075e-02,        +8.052903005531e-11,        +5.228209234566e-03,        +3.081889159966e-10,        +1.997148965075e-02,        +4.294463115883e-11,        +2.788106562881e-03,        +1.773277667443e-10,        +1.149132715195e-02,        +2.701443480260e-09,        +1.753865871780e-01,        +3.443668596052e-09,        +2.231591992991e-01,        +4.430049190338e-09,        +2.876133497523e-01,        +3.663110272399e-09,        +2.373796236577e-01,        +1.851271877239e-09,        +1.201906532045e-01,        +2.002341900363e-09,        +1.297572640179e-01,        +1.845581642504e-09,        +1.198212244685e-01,        +1.999698851517e-09,        +1.295859871811e-01,        +4.431417104492e-09,        +2.877021592338e-01,        +3.662500903734e-09,        +2.373401348918e-01,        +1.955708725341e-11,        +1.269710365433e-03,        +1.746063853376e-10,        +1.131497414969e-02
 2.45585500e+00,        +1.534075793399e-08,        +1.536935563977e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.021221854562e-11,        +5.228699839392e-03,        +3.069298526103e-10,        +1.997024857803e-02,        +8.021221854562e-11,        +5.228699839392e-03,        +3.069298526103e-10,        +1.997024857803e-02,        +4.277447659815e-11,        +2.788289651801e-03,        +1.766079268951e-10,        +1.149091289411e-02,        +2.690402776028e-09,        +1.753761311927e-01,        +3.429755774018e-09,        +2.231554695204e-01,        +4.412230795879e-09,        +2.876149154340e-01,        +3.648348832418e-09,        +2.373781255330e-01,        +1.843869978620e-09,        +1.201941903101e-01,        +1.994351613497e-09,        +1.297615632198e-01,        +1.838193252259e-09,        +1.198241482049e-01,        +1.991714665384e-09,        +1.295899914132e-01,        +4.413595461614e-09,        +2.877038722992e-01,        +3.647740972051e-09,        +2.373385753800e-01,        +1.947897444912e-11,        +1.269753067803e-03,        +1.739060028933e-10,        +1.131511346145e-02
 2.45586000e+00,        +1.527908839682e-08,        +1.530763443065e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +7.989725207750e-11,        +5.229189726666e-03,        +3.056782913766e-10,        +1.996900910859e-02,        +7.989725207750e-11,        +5.229189726666e-03,        +3.056782913766e-10,        +1.996900910859e-02,        +4.260531655964e-11,        +2.788472417536e-03,        +1.758923574964e-10,        +1.149049895941e-02,        +2.679428134533e-09,        +1.753657067060e-01,        +3.415925589438e-09,        +2.231517616202e-01,        +4.394517444268e-09,        +2.876164683477e-01,        +3.633674544762e-09,        +2.373766215298e-01,        +1.836511664718e-09,        +1.201977249572e-01,        +1.986408296042e-09,        +1.297658567064e-01,        +1.830848389782e-09,        +1.198270696675e-01,        +1.983777423810e-09,        +1.295939900314e-01,        +4.395878875971e-09,        +2.877055725972e-01,        +3.633068186459e-09,        +2.373370100337e-01,        +1.940131891561e-11,        +1.269795580189e-03,        +1.732097412673e-10,        +1.131525201049e-02
 2.45586500e+00,        +1.521778261982e-08,        +1.524627715210e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +7.958411663976e-11,        +5.229678897904e-03,        +3.044341744022e-10,        +1.996777123786e-02,        +7.958411663976e-11,        +5.229678897904e-03,        +3.044341744022e-10,        +1.996777123786e-02,        +4.243714347266e-11,        +2.788654860754e-03,        +1.751810256967e-10,        +1.149008534667e-02,        +2.668519044743e-09,        +1.753553136755e-01,        +3.402177406196e-09,        +2.231480755764e-01,        +4.376908331133e-09,        +2.876180085155e-01,        +3.619086741301e-09,        +2.373751116549e-01,        +1.829196601785e-09,        +1.202012571400e-01,        +1.978511588834e-09,        +1.297701444816e-01,        +1.823546721781e-09,        +1.198299888583e-01,        +1.975886767835e-09,        +1.295979830435e-01,        +4.378266543093e-09,        +2.877072601491e-01,        +3.618481878888e-09,        +2.373354388609e-01,        +1.932411717033e-11,        +1.269837903004e-03,        +1.725175689479e-10,        +1.131538979823e-02
 2.45587000e+00,        +1.515683781212e-08,        +1.518528101254e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +7.927279832668e-11,        +5.230167354782e-03,        +3.031974442272e-10,        +1.996653496085e-02,        +7.927279832668e-11,        +5.230167354782e-03,        +3.031974442272e-10,        +1.996653496085e-02,        +4.226994982353e-11,        +2.788836982192e-03,        +1.744738988909e-10,        +1.148967205459e-02,        +2.657674999456e-09,        +1.753449520540e-01,        +3.388510592946e-09,        +2.231444113644e-01,        +4.359402658144e-09,        +2.876195359601e-01,        +3.604584758946e-09,        +2.373735959163e-01,        +1.821924458692e-09,        +1.202047868610e-01,        +1.970661135468e-09,        +1.297744265543e-01,        +1.816287917356e-09,        +1.198329057730e-01,        +1.968042341137e-09,        +1.296019704550e-01,        +4.360757664565e-09,        +2.877089349784e-01,        +3.603981386261e-09,        +2.373338618683e-01,        +1.924736575703e-11,        +1.269880036694e-03,        +1.718294546609e-10,        +1.131552682621e-02
 2.45587500e+00,        +1.509625121459e-08,        +1.512464325210e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +7.896328338948e-11,        +5.230655098875e-03,        +3.019680440475e-10,        +1.996530027282e-02,        +7.896328338948e-11,        +5.230655098875e-03,        +3.019680440475e-10,        +1.996530027282e-02,        +4.210372818353e-11,        +2.789018782546e-03,        +1.737709448452e-10,        +1.148925908194e-02,        +2.646895497266e-09,        +1.753346217972e-01,        +3.374924525533e-09,        +2.231407689609e-01,        +4.341999636030e-09,        +2.876210507039e-01,        +3.590167942134e-09,        +2.373720743222e-01,        +1.814694908039e-09,        +1.202083141201e-01,        +1.962856583562e-09,        +1.297787029317e-01,        +1.809071649391e-09,        +1.198358204084e-01,        +1.960243791454e-09,        +1.296059522714e-01,        +4.343351451031e-09,        +2.877105971073e-01,        +3.589566053040e-09,        +2.373322790632e-01,        +1.917106125850e-11,        +1.269921981689e-03,        +1.711453674862e-10,        +1.131566309588e-02
 2.45588000e+00,        +1.503602008786e-08,        +1.506436113071e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +7.865555817714e-11,        +5.231142131862e-03,        +3.007459174682e-10,        +1.996406716877e-02,        +7.865555817714e-11,        +5.231142131862e-03,        +3.007459174682e-10,        +1.996406716877e-02,        +4.193847117684e-11,        +2.789200262554e-03,        +1.730721315575e-10,        +1.148884642739e-02,        +2.636180040382e-09,        +1.753243228579e-01,        +3.361418584286e-09,        +2.231371483410e-01,        +4.324698481174e-09,        +2.876225527701e-01,        +3.575835639994e-09,        +2.373705468799e-01,        +1.807507624747e-09,        +1.202118389165e-01,        +1.955097583244e-09,        +1.297829736210e-01,        +1.801897593138e-09,        +1.198387327636e-01,        +1.952490769050e-09,        +1.296099285000e-01,        +4.326047118786e-09,        +2.877122465591e-01,        +3.575235228387e-09,        +2.373306904531e-01,        +1.909520028195e-11,        +1.269963738434e-03,        +1.704652767253e-10,        +1.131579860880e-02
 2.45588500e+00,        +1.497614171993e-08,        +1.500443193565e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +7.834960917407e-11,        +5.231628455398e-03,        +2.995310086592e-10,        +1.996283564375e-02,        +7.834960917407e-11,        +5.231628455398e-03,        +2.995310086592e-10,        +1.996283564375e-02,        +4.177417150095e-11,        +2.789381422944e-03,        +1.723774273456e-10,        +1.148843408967e-02,        +2.625528136011e-09,        +1.753140551893e-01,        +3.347992155737e-09,        +2.231335494802e-01,        +4.307498417777e-09,        +2.876240421820e-01,        +3.561587208145e-09,        +2.373690135967e-01,        +1.800362286946e-09,        +1.202153612469e-01,        +1.947383788115e-09,        +1.297872386283e-01,        +1.794765427117e-09,        +1.198416428397e-01,        +1.944782927695e-09,        +1.296138991490e-01,        +4.308843891937e-09,        +2.877138833564e-01,        +3.560988267970e-09,        +2.373290960459e-01,        +1.901977946829e-11,        +1.270005307373e-03,        +1.697891519855e-10,        +1.131593336646e-02
 2.45589000e+00,        +1.491661342699e-08,        +1.494485298240e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +7.804542300352e-11,        +5.232114071035e-03,        +2.983232623757e-10,        +1.996160569308e-02,        +7.804542300352e-11,        +5.232114071035e-03,        +2.983232623757e-10,        +1.996160569308e-02,        +4.161082192857e-11,        +2.789562264401e-03,        +1.716868008581e-10,        +1.148802206755e-02,        +2.614939296536e-09,        +1.753038187478e-01,        +3.334644632823e-09,        +2.231299723557e-01,        +4.290398678084e-09,        +2.876255189614e-01,        +3.547422008908e-09,        +2.373674744801e-01,        +1.793258576147e-09,        +1.202188811103e-01,        +1.939714855379e-09,        +1.297914979601e-01,        +1.787674833149e-09,        +1.198445506347e-01,        +1.937119924724e-09,        +1.296178642243e-01,        +4.291741002644e-09,        +2.877155075213e-01,        +3.546824534141e-09,        +2.373274958488e-01,        +1.894479549299e-11,        +1.270046688930e-03,        +1.691169631886e-10,        +1.131606737034e-02
 2.45589500e+00,        +1.485743254644e-08,        +1.488562160765e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +7.774298639599e-11,        +5.232598980543e-03,        +2.971226238051e-10,        +1.996037731150e-02,        +7.774298639599e-11,        +5.232598980543e-03,        +2.971226238051e-10,        +1.996037731150e-02,        +4.144841529023e-11,        +2.789742787704e-03,        +1.710002209901e-10,        +1.148761035966e-02,        +2.604413038147e-09,        +1.752936134831e-01,        +3.321375413253e-09,        +2.231264169408e-01,        +4.273398500433e-09,        +2.876269831329e-01,        +3.533339409648e-09,        +2.373659295378e-01,        +1.786196176367e-09,        +1.202223985055e-01,        +1.932090444960e-09,        +1.297957516242e-01,        +1.780625495591e-09,        +1.198474561487e-01,        +1.929501420202e-09,        +1.296218237343e-01,        +4.274737689157e-09,        +2.877171190780e-01,        +3.532743394300e-09,        +2.373258898697e-01,        +1.887024505829e-11,        +1.270087883577e-03,        +1.684486804961e-10,        +1.131620062204e-02
 2.45590000e+00,        +1.479859644245e-08,        +1.482673517488e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +7.744228620769e-11,        +5.233083185210e-03,        +2.959290387069e-10,        +1.995915049514e-02,        +7.744228620769e-11,        +5.233083185210e-03,        +2.959290387069e-10,        +1.995915049514e-02,        +4.128694448516e-11,        +2.789922993421e-03,        +1.703176569549e-10,        +1.148719896498e-02,        +2.593948882131e-09,        +1.752834393598e-01,        +3.308183900919e-09,        +2.231228832174e-01,        +4.256497130720e-09,        +2.876284347150e-01,        +3.519338784077e-09,        +2.373643787771e-01,        +1.779174774827e-09,        +1.202259134335e-01,        +1.924510220161e-09,        +1.297999996265e-01,        +1.773617101889e-09,        +1.198503593761e-01,        +1.921927077523e-09,        +1.296257776816e-01,        +4.257833197293e-09,        +2.877187180454e-01,        +3.518744222173e-09,        +2.373242781145e-01,        +1.879612489761e-11,        +1.270128891663e-03,        +1.677842743619e-10,        +1.131633312277e-02
